OBJECTID_1,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Name of geographic unit,"# Renter-occupied housing units, 2020","# Renter-occupied housing units, 2020 (MOE)","# Gross rent less than $500, 2020","# Gross rent less than $500, 2020 (MOE)","% Gross rent less than $500, 2020","% Gross rent less than $500, 2020 (MOE)","# Gross rent $500 to $999, 2020","# Gross rent $500 to $999, 2020 (MOE)","% Gross rent $500 to $999, 2020","% Gross rent $500 to $999, 2020 (MOE)","# Gross rent $1,000 to $1,499, 2020","# Gross rent $1,000 to $1,499, 2020 (MOE)","% Gross rent $1,000 to $1,499, 2020","% Gross rent $1,000 to $1,499, 2020 (MOE)","# Gross rent $1,500 to $1,999, 2020","# Gross rent $1,500 to $1,999, 2020 (MOE)","% Gross rent $1,500 to $1,999, 2020","% Gross rent $1,500 to $1,999, 2020 (MOE)","# Gross rent $2,000 to $2,499, 2020","# Gross rent $2,000 to $2,499, 2020 (MOE)","% Gross rent $2,000 to $2,499, 2020","% Gross rent $2,000 to $2,499, 2020 (MOE)","# Gross rent $2,500 to $2,999, 2020","# Gross rent $2,500 to $2,999, 2020 (MOE)","% Gross rent $2,500 to $2,999, 2020","% Gross rent $2,500 to $2,999, 2020 (MOE)","# Gross rent $3,000 or more, 2020","# Gross rent $3,000 or more, 2020 (MOE)","% Gross rent $3,000 or more, 2020","% Gross rent $3,000 or more, 2020 (MOE)","# Gross rent less than $200, 2020","# Gross rent less than $200, 2020 (MOE)","% Gross rent less than $200, 2020","% Gross rent less than $200, 2020 (MOE)","# Gross rent $200 to $499, 2020","# Gross rent $200 to $499, 2020 (MOE)","% Gross rent $200 to $499, 2020","% Gross rent $200 to $499, 2020 (MOE)","# Gross rent $500 to $749, 2020","# Gross rent $500 to $749, 2020 (MOE)","% Gross rent $500 to $749, 2020","% Gross rent $500 to $749, 2020 (MOE)","# Gross rent $750 to $999, 2020","# Gross rent $750 to $999, 2020 (MOE)","% Gross rent $750 to $999, 2020","% Gross rent $750 to $999, 2020 (MOE)","# Gross rent $1,000 to $1,499, 2020","# Gross rent $1,000 to $1,499, 2020 (MOE)","% Gross rent $1,000 to $1,499, 2020","% Gross rent $1,000 to $1,499, 2020 (MOE)","# Gross rent $1,500 to $1,999, 2020","# Gross rent $1,500 to $1,999, 2020 (MOE)","% Gross rent $1,500 to $1,999, 2020","% Gross rent $1,500 to $1,999, 2020 (MOE)","# Gross rent $2,000 or more, 2020","# Gross rent $2,000 or more, 2020 (MOE)","% Gross rent $2,000 or more, 2020","% Gross rent $2,000 or more, 2020 (MOE)","# Gross rent less than $750, 2020","# Gross rent less than $750, 2020 (MOE)","% Gross rent less than $750, 2020","% Gross rent less than $750, 2020 (MOE)","# Gross rent $1,000 or more, 2020","# Gross rent $1,000 or more, 2020 (MOE)","% Gross rent $1,000 or more, 2020","% Gross rent $1,000 or more, 2020 (MOE)",Shape__Area,Shape__Length
21,Central Savannah River Area,No,30813,4258,ZCTA,2020 ZCTA 30813,3429.754,565.61369,140.64309,198.87117,4.2,5.9,1010.088,357.5016,30.2,9.4,1727.5596,413.87591,51.7,8.8,343.89282,181.75056,10.3,5.2,121.32533,105.83465,3.6,3.1,0,49.95687,0,1.5,0,70.649683,0,2.1,0,86.527837,0,2.6,140.64309,179.06053,4.2,5.3,361.60341,231.54446,10.8,6.7,648.48464,272.38677,19.4,7.5,1727.5596,413.87591,51.7,8.8,343.89282,181.75056,10.3,5.2,121.32533,136.7042,3.6,4,502.2465,305.22545,15,8.8,2192.7777,464.2494,65.6,8.4,1409819674.34961,263015.316366201
22,Central Savannah River Area,No,30818,4263,ZCTA,2020 ZCTA 30818,64.407455,44.129848,18.445327,35.970742,30.1,54.4,35.681124,43.33818,58.3,56.3,7.0555897,23.910339,11.5,38.1,0,4.4447326,0,7.3,0,4.4447326,0,7.3,0,4.4447326,0,7.3,0,6.2858011,0,10.3,5.3420892,17.773261,8.7,28.3,13.103238,31.273079,21.4,48.6,27.315211,39.430312,44.6,55.4,8.3659132,17.98467,13.7,27.6,7.0555897,23.910339,11.5,38.1,0,4.4447326,0,7.3,0,8.8894651,0,14.5,45.760538,53.372687,74.8,67.6,7.0555897,24.722775,11.5,39.5,839808842.863037,184200.995483321
23,Central Savannah River Area,No,30904,4273,ZCTA,2020 ZCTA 30904,5528.6665,500.87762,579.08664,206.46868,10.8,3.7,3240.0472,504.13881,60.5,7.6,1391.9582,296.78021,26,5,105.50966,78.741792,2,1.5,27.64731,58.921315,0.5,1.1,0,45.4652,0,0.8,14.591636,68.040551,0.3,1.3,13.055674,79.736575,0.2,1.5,566.03097,190.4505,10.6,3.4,1249.9488,279.19548,23.3,4.7,1990.0984,419.76878,37.1,7,1391.9582,296.78021,26,5,105.50966,78.741792,2,1.5,42.238946,100.8381,0.8,1.9,1829.0354,347.24549,34.1,5.7,1525.1152,312.65074,28.5,5.2,326298297.085693,115217.662739186
24,HOGA / MG,No,31017,4293,ZCTA,2020 ZCTA 31017,116.35642,63.275733,22.019479,39.819162,27.7,46.7,53.517812,49.758805,67.3,44.6,1.4252829,15.047632,1.8,18.9,2.5189283,12.14843,3.2,15.1,0,11.142635,0,14,0,11.142635,0,14,0,15.758066,0,19.8,1.955423,18.629281,2.5,23.4,20.064056,35.192549,25.2,41.1,21.573025,27.239476,27.1,29.3,31.944787,41.640721,40.2,45.4,1.4252829,15.047632,1.8,18.9,2.5189283,12.14843,3.2,15.1,0,22.285271,0,28,43.592504,48.244738,54.8,49,3.9442112,22.31981,5,27.9,2792958796.09644,371100.314397551
25,Heart of Georgia Altamaha,No,31049,4321,ZCTA,2020 ZCTA 31049,271.06585,95.540104,69.217531,60.832894,41.2,31.7,90.867197,65.651556,54,31.6,8.0559376,21.046054,4.8,12.4,0,11.610134,0,6.9,0,11.610134,0,6.9,0,11.610134,0,6.9,0,16.419208,0,9.8,18.471175,36.000966,11,20.9,50.746356,49.03643,30.2,26.2,71.172898,56.196173,42.3,28.2,19.694299,33.942849,11.7,19.6,8.0559376,21.046054,4.8,12.4,0,11.610134,0,6.9,0,23.220267,0,13.8,140.39043,82.816972,83.5,34.1,8.0559376,26.693197,4.8,15.7,2584308200.68359,367895.218539822
26,River Valley,No,31063,4332,ZCTA,2020 ZCTA 31063,672.24701,180.27432,179.6206,108.56815,32.7,17.7,289.43683,126.00366,52.7,18.1,79.89897,71.372369,14.6,12.4,0,20.303224,0,3.7,0,20.303224,0,3.7,0,20.303224,0,3.7,0,28.713095,0,5.2,2.0806415,35.37974,0.4,6.4,177.53996,102.64169,32.3,16.6,249.60827,116.12711,45.5,17.3,39.828561,48.902093,7.3,8.7,79.89897,71.372369,14.6,12.4,0,20.303224,0,3.7,0,40.606448,0,7.4,429.22888,158.97342,78.2,19.9,79.89897,76.931507,14.6,13.5,3158001630.19153,409464.486283535
27,Heart of Georgia Altamaha,No,31075,4342,ZCTA,2020 ZCTA 31075,215.58271,83.705269,23.405092,35.041955,11.6,16.8,131.51314,74.184373,65.3,26,46.019987,46.893374,22.8,21.4,0.49851632,11.235897,0.2,5.6,0,11.31052,0,5.6,0,11.31052,0,5.6,0,15.995491,0,7.9,0,19.590396,0,9.7,23.405092,29.054346,11.6,13.7,59.050742,49.7164,29.3,21.7,72.462397,55.059975,36,23.2,46.019987,46.893374,22.8,21.4,0.49851632,11.235897,0.2,5.6,0,22.62104,0,11.2,82.455834,60.824823,40.9,25.4,46.518503,49.529403,23.1,22.8,1422453992.21765,275219.960094786
28,Coastal Regional Commission,No,31308,4378,ZCTA,2020 ZCTA 31308,568.65551,216.86248,28.691245,80.87989,6.1,17,197.4526,127.25986,42.1,19.9,235.5367,178.89753,50.2,31.2,7.051316,20.512885,1.5,4.3,0,25.912764,0,5.5,0,25.912764,0,5.5,0,36.646182,0,7.8,0.14041018,44.86546,0,9.6,28.550835,67.295223,6.1,14.1,114.89789,97.996529,24.5,17.9,82.554708,81.189612,17.6,15.5,235.5367,178.89753,50.2,31.2,7.051316,20.512885,1.5,4.3,0,51.825527,0,11.1,143.58913,127.06249,30.6,23.6,242.58801,181.92464,51.8,31.5,2380672144.63867,351225.334002104
29,Coastal Regional Commission,No,31324,4390,ZCTA,2020 ZCTA 31324,2934.2037,375.62533,49.018227,134.38572,1.7,4.7,544.02466,246.96744,18.9,8.2,610.05683,217.23453,21.2,7,1145.0343,289.44545,39.8,8.6,390,142.69622,13.6,4.6,60,80.679676,2.1,2.8,79,129.26105,2.7,4.5,0,69.113171,0,2.4,49.018227,115.25143,1.7,4,313.01287,198.38142,10.9,6.7,231.01179,147.09769,8,5,610.05683,217.23453,21.2,7,1145.0343,289.44545,39.8,8.6,529,208.75785,18.4,6.8,362.03109,239.61367,12.6,8.2,2145.0911,389.01378,74.6,9.4,4024330692.7373,451667.720786004
30,Coastal Regional Commission,No,31547,4433,ZCTA,2020 ZCTA 31547,386.45526,119.4077,8.1293182,35.080674,2.3,9.7,36.269265,43.139176,10.1,11.6,252.63419,116.06153,70.4,22.9,53.153233,42.702092,14.8,10.9,8.7546501,15.02481,2.4,4.1,0,11.070912,0,3.1,0,15.656634,0,4.4,0,19.175383,0,5.3,8.1293182,29.376153,2.3,8.2,1.8759965,22.644478,0.5,6.3,34.393269,36.718063,9.6,9.7,252.63419,116.06153,70.4,22.9,53.153233,42.702092,14.8,10.9,8.7546501,24.360628,2.4,6.7,10.005315,41.754353,2.8,11.6,314.54208,124.57726,87.6,20,505095578.296936,165928.766418955
31,Heart of Georgia Altamaha,No,31563,4448,ZCTA,2020 ZCTA 31563,85.793281,60.997398,34.427741,56.755661,57.5,78.6,25.467213,34.453716,42.5,42.1,0,16.072369,0,26.8,0,11.364881,0,19,0,11.364881,0,19,0,11.364881,0,19,0,16.072369,0,26.8,0,19.684552,0,32.9,34.427741,53.232729,57.5,71.4,16.231675,28.665159,27.1,40.8,9.235538,19.114581,15.4,28.6,0,16.072369,0,26.8,0,11.364881,0,19,0,22.729763,0,37.9,50.659416,63.583774,84.6,72.1,0,22.729763,0,37.9,3397990224.41467,448041.095100702
32,Southern Georgia,No,31639,4476,ZCTA,2020 ZCTA 31639,1530.096,269.38008,357.25778,165.68505,25.6,10.9,960.62188,239.3241,68.8,11.6,58.057913,60.826949,4.2,4.3,3.9617224,27.032128,0.3,1.9,15.744452,28.988452,1.1,2.1,0,24.767417,0,1.8,0,35.026417,0,2.5,21.604224,47.600031,1.5,3.4,335.65356,158.70026,24.1,10.5,664.23534,198.84504,47.6,11.3,296.38653,133.17911,21.2,8.7,58.057913,60.826949,4.2,4.3,3.9617224,27.032128,0.3,1.9,15.744452,51.774561,1.1,3.7,1021.4931,258.82597,73.2,12.8,77.764088,72.601542,5.6,5.1,5947593338.47009,543412.751090831
33,Southwest Georgia,No,31716,4495,ZCTA,2020 ZCTA 31716,315.05283,104.95736,19.082257,42.419495,6.8,14.9,244.52287,122.58603,86.8,30.6,17.946489,32.11494,6.4,11.2,0.17567568,12.627785,0.1,4.5,0,12.760411,0,4.5,0,12.760411,0,4.5,0,18.045946,0,6.4,0,22.10168,0,7.8,19.082257,36.206758,6.8,12.6,176.11663,102.55345,62.5,28.8,68.406243,67.157454,24.3,22.2,17.946489,32.11494,6.4,11.2,0.17567568,12.627785,0.1,4.5,0,25.520821,0,9.1,195.19888,110.98029,69.3,30.7,18.122164,36.792097,6.4,12.9,2230436920.19183,327325.023481858
34,Southwest Georgia,No,31781,4525,ZCTA,2020 ZCTA 31781,167.15686,86.607129,25.595606,38.790417,18,25.4,92.93706,75.290249,65.3,39,20.805991,34.646201,14.6,23,0,8.2530499,0,5.8,2.3218129,7.7638081,1.6,5.4,0.7241379,9.1109486,0.5,6.4,0,11.671575,0,8.2,1.0231998,15.497464,0.7,10.9,24.572406,35.560161,17.3,23.1,25.722454,39.036792,18.1,25.6,67.214606,64.379736,47.2,37.1,20.805991,34.646201,14.6,23,0,8.2530499,0,5.8,3.0459508,16.718605,2.1,11.7,51.31806,55.032423,36,33.3,23.127804,36.452006,16.2,24,760427865.301758,210046.262961668
35,River Valley,No,31836,4565,ZCTA,2020 ZCTA 31836,103.08591,60.760731,31.089402,51.473814,43.7,65.7,35.180112,33.030177,49.4,31.4,3.2725687,11.793395,4.6,16.3,1.6362844,5.116693,2.3,7,0,8.9542131,0,12.6,0,8.9542131,0,12.6,0,12.66317,0,17.8,0,15.509152,0,21.8,31.089402,49.081766,43.7,62,9.4086347,19.198256,13.2,25.4,25.771478,26.877863,36.2,28.3,3.2725687,11.793395,4.6,16.3,1.6362844,5.116693,2.3,7,0,17.908426,0,25.2,40.498036,54.937479,56.9,66.4,4.9088531,15.666609,6.9,21.5,2539264760.73071,387025.146947022
36,Southwest Georgia,No,39842,4589,ZCTA,2020 ZCTA 39842,1331.1809,189.26888,242.52202,117.38306,24.3,10.9,654.28699,190.35986,65.5,15.1,66.730266,68.383455,6.7,6.7,31,43.512863,3.1,4.3,2.1477988,24.013323,0.2,2.4,1.7182389,23.914734,0.2,2.4,0,35.926849,0,3.6,35.859119,64.549617,3.6,6.4,206.6629,98.041475,20.7,9.1,429.52264,154.55913,43,13.4,224.76435,111.12314,22.5,10.4,66.730266,68.383455,6.7,6.7,31,43.512863,3.1,4.3,3.8660377,49.389196,0.4,4.9,672.04466,194.08067,67.3,15.3,99.878065,84.535826,10,8.3,7546666455.20483,600017.502148641
37,Atlanta Regional Commission,Yes,30005,3855,ZCTA,2020 ZCTA 30005,3621.6308,478.44932,1.9590819,144.56482,0.1,4,85.377991,148.26663,2.4,4.1,1577.0016,260.0572,44,4.3,1214.5323,428.49366,33.9,11.1,410.34382,171.14192,11.4,4.5,122.28855,96.265042,3.4,2.6,174.12281,116.02876,4.9,3.2,0,83.442871,0,2.3,1.9590819,118.052,0.1,3.3,0,107.72428,0,3,85.377991,101.87479,2.4,2.8,1577.0016,260.0572,44,4.3,1214.5323,428.49366,33.9,11.1,706.75518,228.07716,19.7,5.8,1.9590819,180.2873,0.1,5,3201.8777,529.64717,89.3,8.7,449791246.199463,145643.184935698
38,Northeast Georgia,Partial,30025,3869,ZCTA,2020 ZCTA 30025,552.9412,202.80913,1.0628082,73.196149,0.2,13.8,304.33755,181.50705,57.3,26.3,192.08931,132.84688,36.2,20.9,23.073478,50.245132,4.3,9.3,3.2729851,20.608427,0.6,3.9,7.4488778,24.792557,1.4,4.6,0,34.434178,0,6.5,0.06164213,42.18927,0,7.9,1.0011661,59.814227,0.2,11.3,178.62716,150.76733,33.6,25.3,125.71039,101.06445,23.7,16.7,192.08931,132.84688,36.2,20.9,23.073478,50.245132,4.3,9.3,10.721863,47.170868,2,8.8,179.68997,167.59613,33.8,28.8,218.43577,143.51855,41.1,22,1975199569.85645,272189.451743886
39,Atlanta Regional Commission,Yes,30032,3872,ZCTA,2020 ZCTA 30032,9053.0725,593.82056,444.75678,218.20836,5,2.4,3900.8644,475.68854,44.2,4.5,3521.0133,482.14479,39.9,4.8,776.41957,245.1129,8.8,2.7,182.63529,152.54155,2.1,1.7,0,52.133763,0,0.6,0.76584506,74.028896,0,0.8,36.728817,96.199997,0.4,1.1,408.02796,195.85824,4.6,2.2,1187.6546,273.4405,13.5,3,2713.2097,389.2427,30.7,3.9,3521.0133,482.14479,39.9,4.8,776.41957,245.1129,8.8,2.7,183.40114,177.38977,2.1,2,1632.4114,349.8351,18.5,3.8,4480.0682,561.97229,50.8,5.4,381225327.007568,123025.737858433
40,Atlanta Regional Commission,Yes,30033,3873,ZCTA,2020 ZCTA 30033,5194.3755,448.64525,48.966929,134.51764,1,2.7,911.68536,261.07592,18.2,5,2637.6525,431.45339,52.7,7.2,1140.6579,233.7079,22.8,4.2,180.39746,104.97455,3.6,2.1,40.148782,52.150229,0.8,1,45.41477,72.090197,0.9,1.4,23.353728,78.8881,0.5,1.6,25.6132,108.95716,0.5,2.2,105.0634,122.70997,2.1,2.4,806.62196,230.44067,16.1,4.4,2637.6525,431.45339,52.7,7.2,1140.6579,233.7079,22.8,4.2,265.96101,137.60922,5.3,2.7,154.03033,182.07891,3.1,3.6,3958.7079,501.78787,79.1,7.1,246904228.649902,109250.055902475
41,Atlanta Regional Commission,Yes,30088,3908,ZCTA,2020 ZCTA 30088,4622.0752,573.5927,114.5819,146.1769,2.5,3.2,920.08316,273.60762,20.3,5.5,2749.237,498.73035,60.8,7.9,697.41077,327.34829,15.4,7,44,80.03455,1,1.8,0,41.249597,0,0.9,0,58.335739,0,1.3,10.079746,73.131137,0.2,1.6,104.50215,126.56826,2.3,2.8,166.19247,140.79708,3.7,3.1,753.89069,234.60033,16.7,4.7,2749.237,498.73035,60.8,7.9,697.41077,327.34829,15.4,7,44,107.28521,1,2.4,280.77437,202.9569,6.2,4.4,3490.6477,601.90895,77.1,9.1,220500692.917725,100851.310376259
42,Northwest Georgia,Partial,30103,3917,ZCTA,2020 ZCTA 30103,1358.1709,328.12394,143.99994,136.36127,11,10.1,671.22396,252.86587,51.5,14.6,430.26213,205.42992,33,13.4,4.4279019,29.714558,0.3,2.3,43.863901,76.098774,3.4,5.8,10.098139,40.917344,0.8,3.1,0,41.958619,0,3.2,3.7868021,51.388604,0.3,3.9,140.21314,126.30759,10.8,9.3,227.06436,127.78757,17.4,8.8,444.1596,218.20057,34.1,14.4,430.26213,205.42992,33,13.4,4.4279019,29.714558,0.3,2.3,53.96204,96.050915,4.1,7.3,371.0643,186.8798,28.5,12.5,478.55393,221.07788,36.7,14.3,2900625804.69556,389476.027168058
43,Northwest Georgia,No,30113,3925,ZCTA,2020 ZCTA 30113,578.70336,177.35651,101.98522,76.885543,18.2,12.5,349.46616,155.65037,62.4,19.7,108.45891,77.238881,19.4,12.4,0,20.16196,0,3.6,0,20.16196,0,3.6,0,20.16196,0,3.6,0,28.513318,0,5.1,0.45196617,33.736627,0.1,6,101.53326,69.088542,18.1,10.9,213.4468,127.52117,38.1,19.4,136.01936,89.249033,24.3,14,108.45891,77.238881,19.4,12.4,0,20.16196,0,3.6,0,40.323921,0,7.2,315.43202,148.90613,56.3,19.8,108.45891,82.333796,19.4,13.4,2856113530.88696,480189.846889113
44,Atlanta Regional Commission,Yes,30236,3990,ZCTA,2020 ZCTA 30236,8513.1053,765.14223,288.51399,199.751,3.5,2.4,3712.6169,689.94548,45.2,7.3,3484.0351,549.0198,42.4,5.4,623.0441,264.55412,7.6,3.1,86.770732,88.480632,1.1,1.1,16,57.045682,0.2,0.7,5,77.48819,0.1,0.9,57.781982,116.49886,0.7,1.4,230.732,162.26052,2.8,2,511.85685,227.418,6.2,2.7,3200.76,651.38761,39,7.1,3484.0351,549.0198,42.4,5.4,623.0441,264.55412,7.6,3.1,107.77073,130.71898,1.3,1.6,800.37084,302.68698,9.7,3.6,4193.8499,615.82501,51,5.8,947653380.207275,272577.164341844
45,Atlanta Regional Commission,Yes,30296,4026,ZCTA,2020 ZCTA 30296,3919.6336,474.7465,0,120.54037,0,3.2,1223.009,313.74593,32.4,7.3,1990.7047,385.45594,52.8,7.9,526.10975,265.96051,14,6.8,31.149162,49.297286,0.8,1.3,0,40.180122,0,1.1,0,56.823274,0,1.5,0,69.594013,0,1.8,0,98.420797,0,2.6,289.68728,153.40945,7.7,4,933.32174,273.68239,24.8,6.6,1990.7047,385.45594,52.8,7.9,526.10975,265.96051,14,6.8,31.149162,85.285104,0.8,2.3,289.68728,195.1011,7.7,5.1,2547.9636,470.89436,67.6,9.4,295567891.349609,118724.557711797
46,Atlanta Regional Commission,Yes,30336,4053,ZCTA,2020 ZCTA 30336,264.57543,224.4059,22.044444,42.884111,8.5,14.8,122.87611,208.0635,47.5,69.1,94.592404,97.308321,36.6,20.1,11.744889,42.503994,4.5,16,7.2521397,26.179444,2.8,9.8,0,8.4040766,0,3.3,0,11.885159,0,4.6,1.3777778,14.867343,0.5,5.7,20.666666,40.224484,8,13.9,7.184127,25.47491,2.8,9.6,115.69199,206.49806,44.8,69.8,94.592404,97.308321,36.6,20.1,11.744889,42.503994,4.5,16,7.2521397,29.954111,2.8,11.3,29.228571,49.880037,11.3,16.6,113.58943,109.36573,43.9,18.2,289820358.287598,137534.289114229
47,CSRA / HOGA,No,30413,4072,ZCTA,2020 ZCTA 30413,167.24866,76.605031,64.512508,54.820267,43.9,30.8,71.219494,55.109739,48.4,29.5,11.139096,19.56254,7.6,12.8,0,9.7704132,0,6.6,0.14738292,8.1953313,0.1,5.6,0,9.7704132,0,6.6,0,13.817451,0,9.4,11.344259,24.127597,7.7,16,53.168249,49.225204,36.2,28.7,57.961527,49.249339,39.4,27.7,13.257968,24.730263,9,16.3,11.139096,19.56254,7.6,12.8,0,9.7704132,0,6.6,0.14738292,18.802829,0.1,12.8,122.47404,73.693684,83.3,30.4,11.286479,23.352032,7.7,15.5,3682262026.86353,554458.860271897
48,CRC / HOGA,No,30450,4093,ZCTA,2020 ZCTA 30450,231.56056,104.10194,38.674233,57.801599,18.8,26.6,147.86289,81.299969,72.1,17,10.150604,21.963337,4.9,10.4,8.5027409,17.910871,4.1,8.5,0,11.50786,0,5.6,0,11.50786,0,5.6,0,16.274572,0,7.9,0.02549124,19.932199,0,9.7,38.648741,54.256172,18.8,24.7,58.187299,47.555378,28.4,18.4,89.675592,65.940663,43.7,23.7,10.150604,21.963337,4.9,10.4,8.5027409,17.910871,4.1,8.5,0,23.01572,0,11.2,96.861532,74.850108,47.2,28,18.653344,30.587878,9.1,14.2,1607344208.90137,284033.781847826
49,Georgia Mountains,Partial,30527,4128,ZCTA,2020 ZCTA 30527,260.92141,93.122072,11.325407,47.477488,4.7,19.8,134.28225,80.328581,56.2,26,76.497849,59.145599,32,21.6,6.6140198,11.965387,2.8,4.9,10.046683,26.965996,4.2,11.2,0,14.584427,0,6.1,0,20.625495,0,8.6,0,25.260969,0,10.6,11.325407,40.199444,4.7,16.7,61.100184,56.405423,25.6,21.5,73.182062,57.193612,30.7,20.9,76.497849,59.145599,32,21.6,6.6140198,11.965387,2.8,4.9,10.046683,36.949716,4.2,15.4,72.425591,73.727088,30.3,28.6,93.158552,66.094911,39,23.4,711785430.303223,154448.27981005
50,Georgia Mountains,No,30535,4135,ZCTA,2020 ZCTA 30535,642.40594,171.48127,79.007925,77.749048,15.1,14.2,327.21566,115.19815,62.7,12.6,104.53965,86.22064,20,15.5,3.0170076,24.825966,0.6,4.8,0,22.651905,0,4.3,8.3532038,19.819755,1.6,3.8,0,32.034632,0,6.1,4.8703429,35.70388,0.9,6.8,74.137582,69.066254,14.2,12.6,149.8085,78.093756,28.7,12.5,177.40716,84.687535,34,12.9,104.53965,86.22064,20,15.5,3.0170076,24.825966,0.6,4.8,8.3532038,43.956218,1.6,8.4,228.81642,110.19777,43.8,16.9,107.55666,92.538836,20.6,16.7,841400903.817871,183903.758530479
51,Georgia Mountains,Yes,30566,4161,ZCTA,2020 ZCTA 30566,797.09598,155.61762,10.878728,74.365156,1.4,9.6,258.32194,116.70805,33.5,13.6,418.52791,125.96946,54.2,12.3,80.031817,83.16842,10.4,10.6,4.2284474,27.187197,0.5,3.5,0,24.62863,0,3.2,0,34.830142,0,4.5,6.7992048,44.161668,0.9,5.7,4.0795231,59.832461,0.5,7.7,46.021378,63.380832,6,8.1,212.30056,97.998157,27.5,11.5,418.52791,125.96946,54.2,12.3,80.031817,83.16842,10.4,10.6,4.2284474,50.585096,0.5,6.6,56.900106,97.710318,7.4,12.6,502.78817,153.37677,65.1,15.1,238851447.363525,143153.356497573
52,Northeast Georgia,No,30606,4177,ZCTA,2020 ZCTA 30606,10527.84,692.78658,772.43104,317.38767,7.6,3.1,5273.032,610.53928,51.8,4.9,3126.2585,460.78253,30.7,4,754.4733,240.71572,7.4,2.3,121.19125,83.719658,1.2,0.8,103.49572,83.717823,1,0.8,31.399111,83.56029,0.3,0.8,175.67189,182.24927,1.7,1.8,596.75915,259.84637,5.9,2.5,2354.2486,421.44187,23.1,3.8,2918.7834,441.75215,28.7,3.9,3126.2585,460.78253,30.7,4,754.4733,240.71572,7.4,2.3,256.08608,144.91369,2.5,1.4,3126.6796,527.58713,30.7,4.8,4001.923,526.56774,39.3,4.5,867853513.404053,291880.588672332
53,Northeast Georgia,No,30628,4188,ZCTA,2020 ZCTA 30628,452.2944,181.11993,20.144069,64.040346,5.1,16,301.06574,175.5791,76.1,29.2,69.028998,50.189731,17.4,10.1,5.5645976,25.465433,1.4,6.4,0,21.944255,0,5.5,0,21.944255,0,5.5,0,31.033863,0,7.8,0.82933843,37.798514,0.2,9.5,19.31473,51.69563,4.9,12.9,176.93845,122.57739,44.7,24,124.12729,125.70921,31.4,28.6,69.028998,50.189731,17.4,10.1,5.5645976,25.465433,1.4,6.4,0,43.88851,0,11.1,197.08252,138.29816,49.8,27.3,74.593596,60.407348,18.8,12.8,1372952919.42407,294515.090022914
54,Northeast Georgia,No,30630,4190,ZCTA,2020 ZCTA 30630,256.49737,92.148566,73.747055,61.716917,30.7,23,117.26676,81.330944,48.8,28.5,49.153538,49.699696,20.5,19.2,0,13.18139,0,5.5,0,13.18139,0,5.5,0,13.18139,0,5.5,0,18.641301,0,7.8,2.7648157,21.197657,1.2,8.8,70.982239,57.962378,29.6,21.5,81.716302,72.30085,34,27.3,35.550459,37.246603,14.8,14.5,49.153538,49.699696,20.5,19.2,0,13.18139,0,5.5,0,26.362781,0,11,155.46336,95.059933,64.7,31.3,49.153538,53.080674,20.5,20.7,1233788131.47241,240076.127375999
55,GM / NE,No,30633,4192,ZCTA,2020 ZCTA 30633,717.12824,211.07108,99.576748,99.31058,17.7,16.6,416.72694,186.30432,74,21.5,33.587927,38.490431,6,6.5,3.3873787,22.506588,0.6,4,0,23.680046,0,4.2,10.185133,26.472442,1.8,4.7,0,33.488642,0,5.9,0,41.015043,0,7.3,99.576748,90.445329,17.7,14.9,188.76368,98.648937,33.5,13.3,227.96326,158.04331,40.5,24.5,33.587927,38.490431,6,6.5,3.3873787,22.506588,0.6,4,10.185133,48.816226,1.8,8.6,288.34043,139.9793,51.2,17.8,36.975305,50.485685,6.6,8.7,2794286195.77124,370676.890917563
56,CSRA / NE,No,30669,4212,ZCTA,2020 ZCTA 30669,326.35521,86.946198,37.352699,48.520626,14.2,18,219.80276,81.263433,83.8,16.5,4.9706761,21.677101,1.9,8.2,0.14881334,17.144277,0.1,6.5,0,17.545378,0,6.7,0,17.545378,0,6.7,0,24.812911,0,9.5,1.8891333,27.329231,0.7,10.4,35.463566,40.091948,13.5,14.7,93.638267,51.003628,35.7,15.9,126.1645,63.26433,48.1,18.8,4.9706761,21.677101,1.9,8.2,0.14881334,17.144277,0.1,6.5,0,35.090756,0,13.4,130.99097,70.396173,49.9,21.8,5.1194894,32.736268,2,12.5,4110011170.66577,411749.285951021
57,CSRA / NE,No,30678,4215,ZCTA,2020 ZCTA 30678,86.25527,45.801486,16.080404,38.803082,21.5,50.4,35.875084,42.607825,48,49.5,7.1490065,19.787271,9.6,25.9,15.557688,15.242811,20.8,16.3,0,12.771832,0,17.1,0,12.771832,0,17.1,0,18.062098,0,24.2,2.4276018,18.912348,3.3,25.3,13.652802,33.882183,18.3,44.1,18.443523,32.300693,24.7,40.7,17.431561,27.786543,23.3,34.6,7.1490065,19.787271,9.6,25.9,15.557688,15.242811,20.8,16.3,0,25.543665,0,34.2,34.523927,50.487761,46.2,61.8,22.706694,28.053504,30.4,33,2113744373.13037,468303.759548249
